"TIME","GEO","CITIZEN","AGE","SEX","Value"
"2005","Spain","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Spain","Eritrea","Total","Total","58"
"2005","Spain","Somalia","Total","Total","146"
"2005","Spain","Congo","Total","Total","1,625"
"2005","Spain","Guinea","Total","Total","7,289"
"2005","Spain","Nigeria","Total","Total","24,546"
"2005","Spain","China (including Hong Kong)","Total","Total","79,164"
"2005","Spain","Afghanistan","Total","Total","230"
"2005","Spain","Bangladesh","Total","Total","4,356"
"2005","Spain","Iran","Total","Total","2,538"
"2005","Spain","Pakistan","Total","Total","28,907"
"2005","Spain","Armenia","Total","Total","7,105"
"2005","Spain","Georgia","Total","Total","4,682"
"2005","Spain","Iraq","Total","Total","1,132"
"2005","Spain","Syria","Total","Total","2,315"
"2005","France","Reporting country","Total","Total","59,245,138"
"2005","France","Former Yugoslav Republic of Macedonia, the","Total","Total","2,839"
"2005","France","Turkey","Total","Total","220,750"
"2005","France","Serbia","Total","Total",":"
"2005","France","Russia","Total","Total","22,422"
"2005","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","France","Eritrea","Total","Total","138"
"2005","France","Somalia","Total","Total","764"
"2005","France","Congo","Total","Total","42,399"
"2005","France","Guinea","Total","Total","20,105"
"2005","France","Nigeria","Total","Total","1,679"
"2005","France","China (including Hong Kong)","Total","Total","64,211"
"2005","France","Afghanistan","Total","Total","1,648"
"2005","France","Bangladesh","Total","Total","2,857"
"2005","France","Iran","Total","Total","8,121"
"2005","France","Pakistan","Total","Total","14,052"
"2005","France","Armenia","Total","Total","7,836"
"2005","France","Georgia","Total","Total","4,607"
"2005","France","Iraq","Total","Total","2,270"
"2005","France","Syria","Total","Total","5,031"
"2005","Croatia","Reporting country","Total","Total",":"
"2005","Croatia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Croatia","Turkey","Total","Total",":"
"2005","Croatia","Serbia","Total","Total",":"
"2005","Croatia","Russia","Total","Total",":"
"2005","Croatia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Croatia","Eritrea","Total","Total",":"
"2005","Croatia","Somalia","Total","Total",":"
"2005","Croatia","Congo","Total","Total",":"
"2005","Croatia","Guinea","Total","Total",":"
"2005","Croatia","Nigeria","Total","Total",":"
"2005","Croatia","China (including Hong Kong)","Total","Total",":"
"2005","Croatia","Afghanistan","Total","Total",":"
"2005","Croatia","Bangladesh","Total","Total",":"
"2005","Croatia","Iran","Total","Total",":"
"2005","Croatia","Pakistan","Total","Total",":"
"2005","Croatia","Armenia","Total","Total",":"
"2005","Croatia","Georgia","Total","Total",":"
"2005","Croatia","Iraq","Total","Total",":"
"2005","Croatia","Syria","Total","Total",":"
"2005","Italy","Reporting country","Total","Total","56,060,218"
"2005","Italy","Former Yugoslav Republic of Macedonia, the","Total","Total","58,460"
"2005","Italy","Turkey","Total","Total","11,077"
"2005","Italy","Serbia","Total","Total",":"
"2005","Italy","Russia","Total","Total","17,188"
"2005","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Italy","Eritrea","Total","Total","5,634"
"2005","Italy","Somalia","Total","Total","6,094"
"2005","Italy","Congo","Total","Total","2,582"
"2005","Italy","Guinea","Total","Total","1,604"
"2005","Italy","Nigeria","Total","Total","31,647"
"2005","Italy","China (including Hong Kong)","Total","Total","111,712"
"2005","Italy","Afghanistan","Total","Total","198"
"2005","Italy","Bangladesh","Total","Total","35,785"
"2005","Italy","Iran","Total","Total","6,550"
"2005","Italy","Pakistan","Total","Total","35,509"
"2005","Italy","Armenia","Total","Total","243"
"2005","Italy","Georgia","Total","Total","569"
"2005","Italy","Iraq","Total","Total","1,468"
"2005","Italy","Syria","Total","Total","3,008"
"2005","Cyprus","Reporting country","Total","Total","651,100"
"2005","Cyprus","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Cyprus","Turkey","Total","Total",":"
"2005","Cyprus","Serbia","Total","Total",":"
"2005","Cyprus","Russia","Total","Total",":"
"2005","Cyprus","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Cyprus","Eritrea","Total","Total",":"
"2005","Cyprus","Somalia","Total","Total",":"
"2005","Cyprus","Congo","Total","Total",":"
"2005","Cyprus","Guinea","Total","Total",":"
"2005","Cyprus","Nigeria","Total","Total",":"
"2005","Cyprus","China (including Hong Kong)","Total","Total",":"
"2005","Cyprus","Afghanistan","Total","Total",":"
"2005","Cyprus","Bangladesh","Total","Total",":"
"2005","Cyprus","Iran","Total","Total",":"
"2005","Cyprus","Pakistan","Total","Total",":"
"2005","Cyprus","Armenia","Total","Total",":"
"2005","Cyprus","Georgia","Total","Total",":"
"2005","Cyprus","Iraq","Total","Total",":"
"2005","Cyprus","Syria","Total","Total",":"
"2005","Latvia","Reporting country","Total","Total","1,819,222"
"2005","Latvia","Former Yugoslav Republic of Macedonia, the","Total","Total","19"
"2005","Latvia","Turkey","Total","Total","38"
"2005","Latvia","Serbia","Total","Total",":"
"2005","Latvia","Russia","Total","Total","23,251"
"2005","Latvia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Latvia","Eritrea","Total","Total","0"
"2005","Latvia","Somalia","Total","Total","0"
"2005","Latvia","Congo","Total","Total","1"
"2005","Latvia","Guinea","Total","Total","0"
"2005","Latvia","Nigeria","Total","Total","9"
"2005","Latvia","China (including Hong Kong)","Total","Total","43"
"2005","Latvia","Afghanistan","Total","Total","15"
"2005","Latvia","Bangladesh","Total","Total","6"
"2005","Latvia","Iran","Total","Total","2"
"2005","Latvia","Pakistan","Total","Total","35"
"2005","Latvia","Armenia","Total","Total","238"
"2005","Latvia","Georgia","Total","Total","97"
"2005","Latvia","Iraq","Total","Total","2"
"2005","Latvia","Syria","Total","Total","28"
"2005","Lithuania","Reporting country","Total","Total","3,319,839"
"2005","Lithuania","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Lithuania","Turkey","Total","Total",":"
"2005","Lithuania","Serbia","Total","Total",":"
"2005","Lithuania","Russia","Total","Total",":"
"2005","Lithuania","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Lithuania","Eritrea","Total","Total",":"
"2005","Lithuania","Somalia","Total","Total",":"
"2005","Lithuania","Congo","Total","Total",":"
"2005","Lithuania","Guinea","Total","Total",":"
"2005","Lithuania","Nigeria","Total","Total",":"
"2005","Lithuania","China (including Hong Kong)","Total","Total",":"
"2005","Lithuania","Afghanistan","Total","Total",":"
"2005","Lithuania","Bangladesh","Total","Total",":"
"2005","Lithuania","Iran","Total","Total",":"
"2005","Lithuania","Pakistan","Total","Total",":"
"2005","Lithuania","Armenia","Total","Total",":"
"2005","Lithuania","Georgia","Total","Total",":"
"2005","Lithuania","Iraq","Total","Total",":"
"2005","Lithuania","Syria","Total","Total",":"
"2005","Luxembourg","Reporting country","Total","Total","277,600"
"2005","Luxembourg","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Luxembourg","Turkey","Total","Total",":"
"2005","Luxembourg","Serbia","Total","Total",":"
"2005","Luxembourg","Russia","Total","Total",":"
"2005","Luxembourg","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Luxembourg","Eritrea","Total","Total",":"
"2005","Luxembourg","Somalia","Total","Total",":"
"2005","Luxembourg","Congo","Total","Total",":"
"2005","Luxembourg","Guinea","Total","Total",":"
"2005","Luxembourg","Nigeria","Total","Total",":"
"2005","Luxembourg","China (including Hong Kong)","Total","Total",":"
"2005","Luxembourg","Afghanistan","Total","Total",":"
"2005","Luxembourg","Bangladesh","Total","Total",":"
"2005","Luxembourg","Iran","Total","Total",":"
"2005","Luxembourg","Pakistan","Total","Total",":"
"2005","Luxembourg","Armenia","Total","Total",":"
"2005","Luxembourg","Georgia","Total","Total",":"
"2005","Luxembourg","Iraq","Total","Total",":"
"2005","Luxembourg","Syria","Total","Total",":"
"2005","Hungary","Reporting country","Total","Total","9,953,775"
"2005","Hungary","Former Yugoslav Republic of Macedonia, the","Total","Total","52"
"2005","Hungary","Turkey","Total","Total","629"
"2005","Hungary","Serbia","Total","Total",":"
"2005","Hungary","Russia","Total","Total","2,663"
"2005","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Hungary","Eritrea","Total","Total","2"
"2005","Hungary","Somalia","Total","Total","25"
"2005","Hungary","Congo","Total","Total","52"
"2005","Hungary","Guinea","Total","Total","17"
"2005","Hungary","Nigeria","Total","Total","256"
"2005","Hungary","China (including Hong Kong)","Total","Total","6,863"
"2005","Hungary","Afghanistan","Total","Total","515"
"2005","Hungary","Bangladesh","Total","Total","23"
"2005","Hungary","Iran","Total","Total","515"
"2005","Hungary","Pakistan","Total","Total","46"
"2005","Hungary","Armenia","Total","Total","128"
"2005","Hungary","Georgia","Total","Total","128"
"2005","Hungary","Iraq","Total","Total","451"
"2005","Hungary","Syria","Total","Total","684"
"2005","Malta","Reporting country","Total","Total","390,669"
"2005","Malta","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Malta","Turkey","Total","Total",":"
"2005","Malta","Serbia","Total","Total",":"
"2005","Malta","Russia","Total","Total",":"
"2005","Malta","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Malta","Eritrea","Total","Total",":"
"2005","Malta","Somalia","Total","Total",":"
"2005","Malta","Congo","Total","Total",":"
"2005","Malta","Guinea","Total","Total",":"
"2005","Malta","Nigeria","Total","Total",":"
"2005","Malta","China (including Hong Kong)","Total","Total",":"
"2005","Malta","Afghanistan","Total","Total",":"
"2005","Malta","Bangladesh","Total","Total",":"
"2005","Malta","Iran","Total","Total",":"
"2005","Malta","Pakistan","Total","Total",":"
"2005","Malta","Armenia","Total","Total",":"
"2005","Malta","Georgia","Total","Total",":"
"2005","Malta","Iraq","Total","Total",":"
"2005","Malta","Syria","Total","Total",":"
"2005","Netherlands","Reporting country","Total","Total","15,606,175"
"2005","Netherlands","Former Yugoslav Republic of Macedonia, the","Total","Total","762"
"2005","Netherlands","Turkey","Total","Total","100,574"
"2005","Netherlands","Serbia","Total","Total",":"
"2005","Netherlands","Russia","Total","Total","4,856"
"2005","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Netherlands","Eritrea","Total","Total","268"
"2005","Netherlands","Somalia","Total","Total","1,496"
"2005","Netherlands","Congo","Total","Total","450"
"2005","Netherlands","Guinea","Total","Total","385"
"2005","Netherlands","Nigeria","Total","Total","2,259"
"2005","Netherlands","China (including Hong Kong)","Total","Total","14,662"
"2005","Netherlands","Afghanistan","Total","Total","3,848"
"2005","Netherlands","Bangladesh","Total","Total","392"
"2005","Netherlands","Iran","Total","Total","2,685"
"2005","Netherlands","Pakistan","Total","Total","2,514"
"2005","Netherlands","Armenia","Total","Total","416"
"2005","Netherlands","Georgia","Total","Total","390"
"2005","Netherlands","Iraq","Total","Total","3,852"
"2005","Netherlands","Syria","Total","Total","697"
"2005","Austria","Reporting country","Total","Total","7,426,958"
"2005","Austria","Former Yugoslav Republic of Macedonia, the","Total","Total","15,998"
"2005","Austria","Turkey","Total","Total","116,544"
"2005","Austria","Serbia","Total","Total",":"
"2005","Austria","Russia","Total","Total","14,204"
"2005","Austria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Austria","Eritrea","Total","Total","28"
"2005","Austria","Somalia","Total","Total","173"
"2005","Austria","Congo","Total","Total","310"
"2005","Austria","Guinea","Total","Total","177"
"2005","Austria","Nigeria","Total","Total","5,903"
"2005","Austria","China (including Hong Kong)","Total","Total","8,275"
"2005","Austria","Afghanistan","Total","Total","3,306"
"2005","Austria","Bangladesh","Total","Total","1,466"
"2005","Austria","Iran","Total","Total","5,387"
"2005","Austria","Pakistan","Total","Total","2,110"
"2005","Austria","Armenia","Total","Total","1,778"
"2005","Austria","Georgia","Total","Total","2,091"
"2005","Austria","Iraq","Total","Total","1,384"
"2005","Austria","Syria","Total","Total","910"
"2005","Poland","Reporting country","Total","Total","38,131,072"
"2005","Poland","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Poland","Turkey","Total","Total",":"
"2005","Poland","Serbia","Total","Total",":"
"2005","Poland","Russia","Total","Total",":"
"2005","Poland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Poland","Eritrea","Total","Total",":"
"2005","Poland","Somalia","Total","Total",":"
"2005","Poland","Congo","Total","Total",":"
"2005","Poland","Guinea","Total","Total",":"
"2005","Poland","Nigeria","Total","Total",":"
"2005","Poland","China (including Hong Kong)","Total","Total",":"
"2005","Poland","Afghanistan","Total","Total",":"
"2005","Poland","Bangladesh","Total","Total",":"
"2005","Poland","Iran","Total","Total",":"
"2005","Poland","Pakistan","Total","Total",":"
"2005","Poland","Armenia","Total","Total",":"
"2005","Poland","Georgia","Total","Total",":"
"2005","Poland","Iraq","Total","Total",":"
"2005","Poland","Syria","Total","Total",":"
"2005","Portugal","Reporting country","Total","Total",":"
"2005","Portugal","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Portugal","Turkey","Total","Total",":"
"2005","Portugal","Serbia","Total","Total",":"
"2005","Portugal","Russia","Total","Total",":"
"2005","Portugal","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Portugal","Eritrea","Total","Total",":"
"2005","Portugal","Somalia","Total","Total",":"
"2005","Portugal","Congo","Total","Total",":"
"2005","Portugal","Guinea","Total","Total",":"
"2005","Portugal","Nigeria","Total","Total",":"
"2005","Portugal","China (including Hong Kong)","Total","Total",":"
"2005","Portugal","Afghanistan","Total","Total",":"
"2005","Portugal","Bangladesh","Total","Total",":"
"2005","Portugal","Iran","Total","Total",":"
"2005","Portugal","Pakistan","Total","Total",":"
"2005","Portugal","Armenia","Total","Total",":"
"2005","Portugal","Georgia","Total","Total",":"
"2005","Portugal","Iraq","Total","Total",":"
"2005","Portugal","Syria","Total","Total",":"
"2005","Romania","Reporting country","Total","Total","21,632,599"
"2005","Romania","Former Yugoslav Republic of Macedonia, the","Total","Total","121"
"2005","Romania","Turkey","Total","Total","2,187"
"2005","Romania","Serbia","Total","Total",":"
