"Percentage","Total","GEO","citizens_value","Unemployment","GDP_pc","CITIZEN","SEX","AGE"
" 9",640,"Belgium",0,7.6,34000,"Kosovo","Females","35-64"
"10",260,"Belgium",0,7.6,34000,"Kosovo","Males","14-17"
" 0",30,"Belgium",0,7.6,34000,"Kosovo","Females","65-..."
" 8",805,"Belgium",0,7.6,34000,"Kosovo","Males","35-64"
" 0",15,"CzechRepublic",0,7,14600,"Kosovo","Males","18-34"
" 0",5,"CzechRepublic",0,7,14600,"Kosovo","Males","0-14"
" 0",5,"CzechRepublic",0,7,14600,"Kosovo","Females","0-14"
" 0",10,"CzechRepublic",0,7,14600,"Kosovo","Females","18-34"
" 0",15,"CzechRepublic",0,7,14600,"Kosovo","Males","35-64"
" 0",20,"Denmark",0,7.5,43900,"Kosovo","Females","14-17"
"11",45,"Denmark",0,7.5,43900,"Kosovo","Females","35-64"
" 7",75,"Denmark",0,7.5,43900,"Kosovo","Females","0-14"
" 0",15,"Denmark",0,7.5,43900,"Kosovo","Males","14-17"
"19",105,"Denmark",0,7.5,43900,"Kosovo","Females","18-34"
"14",70,"Denmark",0,7.5,43900,"Kosovo","Males","35-64"
"19",155,"Denmark",0,7.5,43900,"Kosovo","Males","18-34"
" 6",85,"Denmark",0,7.5,43900,"Kosovo","Males","0-14"
"10",50,"Finland",0,7.7,35500,"Kosovo","Males","0-14"
" 0",10,"Finland",0,7.7,35500,"Kosovo","Males","14-17"
" 0",70,"Finland",0,7.7,35500,"Kosovo","Males","35-64"
" 0",20,"Finland",0,7.7,35500,"Kosovo","Females","14-17"
" 7",70,"Finland",0,7.7,35500,"Kosovo","Females","18-34"
" 0",45,"Finland",0,7.7,35500,"Kosovo","Females","0-14"
" 9",55,"Finland",0,7.7,35500,"Kosovo","Females","35-64"
" 0",195,"Finland",0,7.7,35500,"Kosovo","Males","18-34"
" 3",310,"Germany",0,5.5,32600,"Kosovo","Females","14-17"
" 4",1405,"Germany",0,5.5,32600,"Kosovo","Females","18-34"
"29",35,"Germany",0,5.5,32600,"Kosovo","Males","65-..."
" 1",370,"Germany",0,5.5,32600,"Kosovo","Males","14-17"
" 2",2025,"Germany",0,5.5,32600,"Kosovo","Males","0-14"
" 1",2775,"Germany",0,5.5,32600,"Kosovo","Males","18-34"
" 4",1145,"Germany",0,5.5,32600,"Kosovo","Males","35-64"
"29",70,"Germany",0,5.5,32600,"Kosovo","Females","65-..."
" 2",1915,"Germany",0,5.5,32600,"Kosovo","Females","0-14"
" 5",920,"Germany",0,5.5,32600,"Kosovo","Females","35-64"
" 0",85,"Hungary",0,10.9,9800,"Kosovo","Females","35-64"
" 0",900,"Hungary",0,10.9,9800,"Kosovo","Males","18-34"
" 0",220,"Hungary",0,10.9,9800,"Kosovo","Females","0-14"
" 0",50,"Hungary",0,10.9,9800,"Kosovo","Males","14-17"
" 0",230,"Hungary",0,10.9,9800,"Kosovo","Males","35-64"
" 0",260,"Hungary",0,10.9,9800,"Kosovo","Males","0-14"
" 0",185,"Hungary",0,10.9,9800,"Kosovo","Females","18-34"
" 0",15,"Hungary",0,10.9,9800,"Kosovo","Females","14-17"
" 0",10,"Ireland",0,14.7,35700,"Kosovo","Females","0-14"
" 0",25,"Ireland",0,14.7,35700,"Kosovo","Males","18-34"
" 0",10,"Ireland",0,14.7,35700,"Kosovo","Females","18-34"
" 0",5,"Ireland",0,14.7,35700,"Kosovo","Males","0-14"
"38",80,"Italy",0,10.7,25700,"Kosovo","Males","0-14"
"26",520,"Italy",0,10.7,25700,"Kosovo","Males","18-34"
"33",15,"Italy",0,10.7,25700,"Kosovo","Females","14-17"
"37",95,"Italy",0,10.7,25700,"Kosovo","Females","0-14"
"34",145,"Italy",0,10.7,25700,"Kosovo","Males","35-64"
"47",95,"Italy",0,10.7,25700,"Kosovo","Females","18-34"
"67",15,"Italy",0,10.7,25700,"Kosovo","Males","14-17"
"67",30,"Italy",0,10.7,25700,"Kosovo","Females","35-64"
" 0",45,"Malta",0,6.3,16500,"Guinea","Males","18-34"
" 0",10,"Malta",0,6.3,16500,"Guinea","Males","35-64"
" 0",5,"Malta",0,6.3,16500,"Guinea","Males","14-17"
" 0",20,"Netherlands",0,5.3,35800,"Kosovo","Females","18-34"
" 0",5,"Netherlands",0,5.3,35800,"Kosovo","Males","14-17"
" 0",20,"Netherlands",0,5.3,35800,"Kosovo","Males","35-64"
" 0",45,"Netherlands",0,5.3,35800,"Kosovo","Males","18-34"
"14",35,"Netherlands",0,5.3,35800,"Kosovo","Females","0-14"
" 0",20,"Netherlands",0,5.3,35800,"Kosovo","Females","35-64"
" 0",35,"Netherlands",0,5.3,35800,"Kosovo","Males","0-14"
" 0",20,"Norway",0,3.2,77500,"Kosovo","Females","14-17"
" 0",195,"Norway",0,3.2,77500,"Kosovo","Males","18-34"
" 0",90,"Norway",0,3.2,77500,"Kosovo","Females","18-34"
" 0",110,"Norway",0,3.2,77500,"Kosovo","Males","35-64"
" 0",110,"Norway",0,3.2,77500,"Kosovo","Females","0-14"
" 0",30,"Norway",0,3.2,77500,"Kosovo","Males","14-17"
" 0",105,"Norway",0,3.2,77500,"Kosovo","Males","0-14"
" 8",60,"Norway",0,3.2,77500,"Kosovo","Females","35-64"
"100",5,"Poland",0,10.1,9900,"Eritrea","Females","0-14"
"100",5,"Poland",0,10.1,9900,"Eritrea","Males","0-14"
"100",10,"Slovakia",0,14,13200,"Eritrea","Males","18-34"
" 0",5,"Slovenia",0,8.9,17200,"Kosovo","Females","35-64"
" 0",35,"Slovenia",0,8.9,17200,"Kosovo","Males","18-34"
" 0",20,"Slovenia",0,8.9,17200,"Kosovo","Males","0-14"
" 0",15,"Slovenia",0,8.9,17200,"Kosovo","Males","35-64"
" 0",5,"Slovenia",0,8.9,17200,"Kosovo","Females","18-34"
" 0",15,"Slovenia",0,8.9,17200,"Kosovo","Females","0-14"
" 2",1315,"Sweden",0,8,42800,"Kosovo","Males","18-34"
" 6",725,"Sweden",0,8,42800,"Kosovo","Females","18-34"
" 5",520,"Sweden",0,8,42800,"Kosovo","Females","35-64"
" 0",25,"Sweden",0,8,42800,"Kosovo","Males","65-..."
" 9",55,"Sweden",0,8,42800,"Kosovo","Females","65-..."
" 8",130,"Sweden",0,8,42800,"Kosovo","Females","14-17"
" 8",180,"Sweden",0,8,42800,"Kosovo","Males","14-17"
" 6",770,"Sweden",0,8,42800,"Kosovo","Females","0-14"
" 6",950,"Sweden",0,8,42800,"Kosovo","Males","0-14"
" 5",590,"Sweden",0,8,42800,"Kosovo","Males","35-64"
"17",30,"Switzerland",0,3,61900,"Kosovo","Females","14-17"
"29",35,"Switzerland",0,3,61900,"Kosovo","Males","14-17"
" 0",5,"Switzerland",0,3,61900,"Kosovo","Females","65-..."
"16",155,"Switzerland",0,3,61900,"Kosovo","Males","35-64"
"27",295,"Switzerland",0,3,61900,"Kosovo","Females","0-14"
" 6",480,"Switzerland",0,3,61900,"Kosovo","Males","18-34"
"22",225,"Switzerland",0,3,61900,"Kosovo","Females","18-34"
"22",90,"Switzerland",0,3,61900,"Kosovo","Females","35-64"
"25",325,"Switzerland",0,3,61900,"Kosovo","Males","0-14"
